date,hors,u,v,ws,wd
2009070300,16,4.5,-5.3,6.95,139.64
2009070300,17,4.18,-5.06,6.57,140.44
2009070300,18,3.81,-4.9,6.21,142.11
2009070300,19,3.44,-4.89,5.98,144.88
2009070300,20,3.04,-4.93,5.79,148.3
2009070300,21,2.6,-4.86,5.51,151.9
2009070300,22,2.09,-4.61,5.06,155.56
2009070300,23,1.62,-4.31,4.6,159.34
2009070300,24,1.3,-4.18,4.38,162.68
2009070300,25,1.22,-4.36,4.53,164.33
2009070300,26,1.38,-4.65,4.85,163.52
2009070300,27,1.73,-4.77,5.07,160.07
2009070300,28,2.24,-4.53,5.06,153.69
2009070300,29,2.81,-4.11,4.98,145.65
2009070300,30,3.31,-3.75,5.01,138.56
2009070300,31,3.65,-3.66,5.17,135.04
2009070300,32,3.81,-3.79,5.37,134.86
2009070300,33,3.76,-4.03,5.52,137.01
2009070300,34,3.54,-4.31,5.58,140.59
2009070300,35,3.3,-4.56,5.63,144.14
2009070300,36,3.21,-4.74,5.73,145.95
2009070300,37,3.37,-4.82,5.88,145.03
2009070300,38,3.61,-4.81,6.01,143.09
2009070300,39,3.69,-4.75,6.01,142.19
2009070300,40,3.42,-4.66,5.78,143.71
2009070300,41,2.98,-4.5,5.4,146.45
2009070300,42,2.61,-4.21,4.95,148.23
2009070300,43,2.45,-3.74,4.47,146.71
2009070300,44,2.39,-3.1,3.91,142.37
2009070300,45,2.21,-2.32,3.21,136.5
2009070300,46,1.75,-1.45,2.27,129.47
2009070300,47,1.14,-0.53,1.26,114.83
2009070300,48,0.53,0.35,0.64,56.29
2009070312,1,5.31,-5.54,7.68,136.22
2009070312,2,5.6,-5.6,7.92,134.97
2009070312,3,5.49,-5.53,7.79,135.21
2009070312,4,5.07,-5.38,7.39,136.68
2009070312,5,4.49,-5.23,6.89,139.32
2009070312,6,3.9,-5.16,6.47,142.92
2009070312,7,3.4,-5.22,6.23,146.95
2009070312,8,2.96,-5.34,6.11,150.95
2009070312,9,2.53,-5.38,5.95,154.82
2009070312,10,2.07,-5.29,5.68,158.6
2009070312,11,1.69,-5.15,5.42,161.8
2009070312,12,1.54,-5.12,5.35,163.28
2009070312,13,1.7,-5.29,5.55,162.19
2009070312,14,2.06,-5.49,5.87,159.4
2009070312,15,2.47,-5.52,6.05,155.87
2009070312,16,2.8,-5.24,5.94,151.87
2009070312,17,3.03,-4.74,5.63,147.42
2009070312,18,3.18,-4.21,5.27,142.92
2009070312,19,3.27,-3.77,5,139.05
2009070312,20,3.38,-3.49,4.86,135.85
2009070312,21,3.58,-3.36,4.91,133.14
2009070312,22,3.9,-3.39,5.17,131.02
2009070312,23,4.17,-3.56,5.49,130.51
2009070312,24,4.19,-3.84,5.68,132.47
2009070312,25,3.83,-4.15,5.65,137.3
2009070312,26,3.31,-4.38,5.49,142.9
2009070312,27,2.94,-4.37,5.27,146.07
2009070312,28,2.92,-4.03,4.98,144.05
2009070312,29,3.09,-3.51,4.68,138.6
2009070312,30,3.19,-3.02,4.39,133.43
2009070312,31,2.99,-2.69,4.03,131.98
2009070312,32,2.52,-2.42,3.49,133.84
2009070312,33,1.82,-2,2.71,137.74
2009070312,34,0.99,-1.32,1.65,143.3
2009070312,35,0.17,-0.47,0.5,160.03
2009070312,36,-0.44,0.39,0.59,311.23
2009070312,37,-0.72,1.13,1.34,327.62
2009070312,38,-0.7,1.76,1.89,338.34
2009070312,39,-0.46,2.28,2.33,348.6
2009070312,40,-0.09,2.72,2.72,358.07
2009070312,41,0.3,3.07,3.08,5.58
2009070312,42,0.6,3.31,3.36,10.33
2009070312,43,0.74,3.44,3.52,12.14
2009070312,44,0.78,3.53,3.61,12.54
2009070312,45,0.84,3.64,3.73,13.07
2009070312,46,1,3.79,3.92,14.82
2009070312,47,1.25,3.82,4.02,18.19
2009070312,48,1.57,3.51,3.84,24.13
2009070400,1,1.4,-3.33,3.61,157.19
2009070400,2,1.38,-3.18,3.46,156.48
2009070400,3,1.65,-3.35,3.74,153.78
2009070400,4,2.11,-3.73,4.28,150.49
2009070400,5,2.63,-4.12,4.89,147.39
2009070400,6,3.09,-4.33,5.32,144.44
2009070400,7,3.39,-4.23,5.42,141.27
2009070400,8,3.58,-3.98,5.35,138.04
2009070400,9,3.72,-3.79,5.31,135.51
2009070400,10,3.88,-3.82,5.44,134.53
2009070400,11,4,-3.95,5.62,134.62
2009070400,12,4,-3.99,5.65,134.93
2009070400,13,3.85,-3.82,5.42,134.79
2009070400,14,3.62,-3.46,5.01,133.64
2009070400,15,3.46,-2.98,4.56,130.72
2009070400,16,3.42,-2.44,4.2,125.43
2009070400,17,3.4,-1.82,3.86,118.17
2009070400,18,3.23,-1.1,3.41,108.87
2009070400,19,2.78,-0.28,2.79,95.74
2009070400,20,2.13,0.51,2.19,76.42
2009070400,21,1.43,1.11,1.81,52.05
2009070400,22,0.77,1.39,1.59,28.86
2009070400,23,0.19,1.44,1.45,7.61
2009070400,24,-0.29,1.37,1.4,348.14
2009070400,25,-0.66,1.33,1.48,333.51
2009070400,26,-0.92,1.43,1.7,327.27
2009070400,27,-1.06,1.82,2.11,329.81
2009070400,28,-1.06,2.5,2.71,336.99
2009070400,29,-0.85,2.93,3.05,343.89
2009070400,30,-0.32,2.46,2.48,352.47
2009070400,31,0.51,0.69,0.86,36.5
2009070400,32,1.34,-1.61,2.09,140.13
2009070400,33,1.75,-3.4,3.83,152.8
2009070400,34,1.49,-3.94,4.21,159.33
2009070400,35,0.92,-3.52,3.63,165.3
2009070400,36,0.59,-2.72,2.79,167.79
2009070400,37,0.87,-2.04,2.22,156.81
2009070400,38,1.58,-1.52,2.19,133.8
2009070400,39,2.38,-1.11,2.63,114.98
2009070400,40,2.97,-0.75,3.06,104.15
2009070400,41,3.17,-0.3,3.19,95.45
2009070400,42,2.87,0.38,2.89,82.53
2009070400,43,2.05,1.35,2.45,56.64
2009070400,44,1.27,2.32,2.65,28.67
2009070400,45,1.23,2.93,3.17,22.72
2009070400,46,2.3,2.9,3.7,38.41
2009070400,47,3.68,2.49,4.45,55.91
2009070400,48,4.27,2.08,4.75,64.06
2009070412,1,3.29,-4.86,5.87,145.89
2009070412,2,3.41,-4.34,5.52,141.84
2009070412,3,3.47,-3.83,5.17,137.81
2009070412,4,3.47,-3.33,4.81,133.83
2009070412,5,3.4,-2.86,4.45,130.12
2009070412,6,3.25,-2.45,4.07,127.03
2009070412,7,3.02,-2.09,3.67,124.77
2009070412,8,2.64,-1.66,3.12,122.16
2009070412,9,2.08,-1,2.31,115.74
2009070412,10,1.29,-0.04,1.29,91.97
2009070412,11,0.37,0.91,0.98,22.31
2009070412,12,-0.54,1.47,1.57,339.83
2009070412,13,-1.32,1.39,1.92,316.54
2009070412,14,-1.82,1.02,2.09,299.31
2009070412,15,-1.9,0.86,2.09,294.2
2009070412,16,-1.5,1.24,1.94,309.61
2009070412,17,-0.86,1.95,2.14,336.18
2009070412,18,-0.34,2.64,2.66,352.63
2009070412,19,-0.19,3.02,3.02,356.47
2009070412,20,-0.29,3.13,3.14,354.68
2009070412,21,-0.46,3.1,3.13,351.52
2009070412,22,-0.53,3.02,3.06,350.01
2009070412,23,-0.43,2.8,2.83,351.19
2009070412,24,-0.13,2.32,2.32,356.79
2009070412,25,0.39,1.52,1.57,14.53
2009070412,26,1.07,0.59,1.22,60.89
2009070412,27,1.78,-0.23,1.8,97.28
2009070412,28,2.44,-0.74,2.55,106.97
2009070412,29,2.87,-0.95,3.03,108.36
2009070412,30,2.91,-0.9,3.05,107.18
2009070412,31,2.47,-0.65,2.56,104.74
2009070412,32,1.85,-0.36,1.89,100.93
2009070412,33,1.43,-0.19,1.45,97.71
2009070412,34,1.48,-0.25,1.5,99.74
2009070412,35,1.76,-0.32,1.79,100.17
2009070412,36,1.93,-0.08,1.93,92.35
2009070412,37,1.74,0.63,1.85,69.93
2009070412,38,1.38,1.51,2.05,42.36
2009070412,39,1.16,2.12,2.41,28.59
2009070412,40,1.28,2.13,2.49,30.99
2009070412,41,1.63,1.65,2.32,44.63
2009070412,42,2.01,0.9,2.2,65.8
2009070412,43,2.22,0.08,2.23,87.91
2009070412,44,2.2,-0.65,2.3,106.39
2009070412,45,1.89,-1.14,2.21,120.99
2009070412,46,1.31,-1.32,1.86,135.24
2009070412,47,0.71,-1.44,1.61,153.63
2009070412,48,0.45,-1.84,1.89,166.16
2009070500,1,0.2,0.94,0.96,11.88
2009070500,2,0.17,1.47,1.48,6.77
2009070500,3,0.33,2.02,2.04,9.4
2009070500,4,0.6,2.53,2.6,13.36
2009070500,5,0.89,2.96,3.09,16.82
2009070500,6,1.13,3.24,3.43,19.19
2009070500,7,1.23,3.32,3.54,20.27
2009070500,8,1.16,3.19,3.4,19.96
2009070500,9,0.91,2.87,3.01,17.63
2009070500,10,0.51,2.36,2.41,12.17
2009070500,11,0.17,1.74,1.75,5.58
2009070500,12,0.16,1.1,1.12,8.3
2009070500,13,0.65,0.55,0.85,49.87
2009070500,14,1.39,0.17,1.4,82.99
2009070500,15,2.07,0.09,2.07,87.51
2009070500,16,2.41,0.35,2.44,81.77
2009070500,17,2.51,0.75,2.62,73.38
2009070500,18,2.53,1.03,2.73,67.81
2009070500,19,2.59,1.02,2.79,68.48
2009070500,20,2.66,0.89,2.8,71.5
2009070500,21,2.65,0.89,2.79,71.43
2009070500,22,2.5,1.21,2.77,64.18
2009070500,23,2.23,1.75,2.84,51.8
2009070500,24,1.87,2.36,3.01,38.41
2009070500,25,1.46,2.83,3.19,27.31
2009070500,26,1.04,2.85,3.03,20.03
2009070500,27,0.63,2.04,2.14,17.21
2009070500,28,0.27,0.28,0.39,43.78
2009070500,29,-0.07,-1.68,1.68,182.55
2009070500,30,-0.44,-2.87,2.9,188.64
2009070500,31,-0.83,-2.67,2.8,197.28
2009070500,32,-1.19,-1.9,2.25,212.01
2009070500,33,-1.43,-1.76,2.27,219.05
2009070500,34,-1.47,-3.05,3.38,205.75
2009070500,35,-1.27,-5.03,5.19,194.2
2009070500,36,-0.82,-6.63,6.68,187.04
2009070500,37,-0.11,-7.02,7.02,180.86
2009070500,38,0.75,-6.54,6.58,173.45
2009070500,39,1.61,-5.82,6.03,164.55
2009070500,40,2.33,-5.37,5.85,156.54
2009070500,41,2.8,-5.22,5.93,151.79
2009070500,42,2.92,-5.31,6.06,151.15
2009070500,43,2.65,-5.52,6.12,154.35
2009070500,44,2.2,-5.75,6.15,159.07
2009070500,45,1.84,-5.86,6.14,162.52
2009070500,46,1.79,-5.76,6.03,162.71
2009070500,47,1.95,-5.49,5.82,160.4
2009070500,48,2.17,-5.12,5.56,157.07
2009070512,1,0.86,1.06,1.36,39.03
2009070512,2,1.56,0.78,1.74,63.6
2009070512,3,1.95,0.65,2.06,71.51
2009070512,4,2.12,0.65,2.22,72.88
2009070512,5,2.2,0.72,2.32,71.78
2009070512,6,2.35,0.81,2.49,70.9
2009070512,7,2.65,0.88,2.8,71.63
2009070512,8,2.96,0.96,3.11,72.1
2009070512,9,3.06,1.08,3.25,70.51
2009070512,10,2.83,1.28,3.11,65.71
2009070512,11,2.51,1.43,2.89,60.29
2009070512,12,2.45,1.42,2.83,59.87
2009070512,13,2.8,1.13,3.02,68.1
2009070512,14,3.09,0.55,3.14,79.99
2009070512,15,2.65,-0.31,2.67,96.61
2009070512,16,1.1,-1.33,1.73,140.55
2009070512,17,-0.87,-2.12,2.29,202.23
2009070512,18,-2.28,-2.18,3.15,226.33
2009070512,19,-2.44,-1.22,2.73,243.54
2009070512,20,-1.74,0.19,1.75,276.24
2009070512,21,-0.84,1.26,1.51,326.33
2009070512,22,-0.26,1.38,1.4,349.44
2009070512,23,0,0.66,0.66,0.2
2009070512,24,0.07,-0.61,0.62,173.02
2009070512,25,0.1,-2.16,2.16,177.45
2009070512,26,0.21,-3.68,3.69,176.81
2009070512,27,0.54,-4.89,4.92,173.67
2009070512,28,1.16,-5.58,5.7,168.25
2009070512,29,1.76,-5.84,6.1,163.26
2009070512,30,1.95,-5.88,6.19,161.68
2009070512,31,1.47,-5.85,6.04,165.87
2009070512,32,0.64,-5.9,5.93,173.81
2009070512,33,-0.12,-6.12,6.12,181.16
2009070512,34,-0.47,-6.55,6.56,184.15
2009070512,35,-0.45,-6.91,6.92,183.72
2009070512,36,-0.18,-6.85,6.85,181.47
2009070512,37,0.23,-6.13,6.14,177.82
2009070512,38,0.74,-5.08,5.13,171.75
2009070512,39,1.31,-4.13,4.34,162.39
2009070512,40,1.92,-3.63,4.11,152.1
2009070512,41,2.48,-3.49,4.28,144.61
2009070512,42,2.87,-3.51,4.53,140.72
2009070512,43,3.05,-3.54,4.67,139.22
2009070512,44,3.17,-3.52,4.73,138.01
2009070512,45,3.41,-3.42,4.83,135.09
2009070512,46,3.91,-3.25,5.08,129.69
2009070512,47,4.54,-3.11,5.5,124.44
2009070512,48,5.09,-3.16,5.99,121.87
2009070600,1,4.44,-0.51,4.47,96.53
2009070600,2,3.45,-1.47,3.75,113.1
2009070600,3,1.95,-2.16,2.91,137.98
2009070600,4,0.23,-2.56,2.57,174.88
2009070600,5,-1.28,-2.56,2.86,206.5
2009070600,6,-2.12,-2.06,2.95,225.74
2009070600,7,-1.98,-1.03,2.23,242.42
2009070600,8,-1.19,0.14,1.2,276.81
2009070600,9,-0.22,1,1.02,347.65
2009070600,10,0.55,1.16,1.28,25.4
2009070600,11,1.07,0.7,1.28,56.7
2009070600,12,1.37,-0.21,1.39,98.5
2009070600,13,1.51,-1.37,2.03,132.19
2009070600,14,1.54,-2.51,2.94,148.36
2009070600,15,1.56,-3.33,3.67,154.91
2009070600,16,1.6,-3.63,3.97,156.26
2009070600,17,1.61,-3.64,3.98,156.18
2009070600,18,1.5,-3.66,3.95,157.74
2009070600,19,1.2,-3.94,4.12,163.01
2009070600,20,0.74,-4.48,4.55,170.58
2009070600,21,0.15,-5.22,5.22,178.36
2009070600,22,-0.52,-6.03,6.06,184.93
2009070600,23,-1.13,-6.61,6.7,189.66
2009070600,24,-1.5,-6.59,6.76,192.83
2009070600,25,-1.53,-5.76,5.96,194.83
2009070600,26,-1.26,-4.54,4.71,195.48
2009070600,27,-0.79,-3.47,3.56,192.86
2009070600,28,-0.22,-2.96,2.97,184.17
2009070600,29,0.44,-2.83,2.86,171.25
2009070600,30,1.14,-2.75,2.98,157.47
2009070600,31,1.88,-2.49,3.12,142.98
2009070600,32,2.61,-2.23,3.43,130.5
2009070600,33,3.29,-2.25,3.99,124.34
2009070600,34,3.9,-2.75,4.77,125.18
2009070600,35,4.4,-3.54,5.65,128.84
2009070600,36,4.75,-4.35,6.44,132.45
2009070600,37,4.94,-4.92,6.97,134.9
2009070600,38,5.01,-5.2,7.22,136.09
2009070600,39,5.01,-5.16,7.19,135.84
2009070600,40,4.98,-4.8,6.92,133.95
2009070600,41,4.89,-4.32,6.53,131.47
2009070600,42,4.69,-3.95,6.13,130.14
2009070600,43,4.35,-3.86,5.82,131.57
2009070600,44,3.95,-3.92,5.57,134.81
2009070600,45,3.58,-3.96,5.34,137.88
2009070600,46,3.34,-3.86,5.1,139.06
2009070600,47,3.27,-3.67,4.92,138.33
2009070600,48,3.39,-3.55,4.91,136.33
2009070612,1,1.75,-1.89,2.58,137.26
2009070612,2,2.21,-1.97,2.96,131.82
2009070612,3,2.46,-1.7,3,124.65
2009070612,4,2.54,-1.26,2.84,116.32
2009070612,5,2.45,-0.83,2.59,108.68
2009070612,6,2.22,-0.62,2.3,105.6
2009070612,7,1.84,-0.8,2.01,113.46
2009070612,8,1.36,-1.46,1.99,137.1
2009070612,9,0.77,-2.66,2.77,163.89
2009070612,10,0.11,-4.32,4.32,178.53
2009070612,11,-0.52,-5.81,5.83,185.11
2009070612,12,-1.01,-6.36,6.44,189.02
2009070612,13,-1.27,-5.5,5.65,192.99
2009070612,14,-1.29,-3.97,4.17,198.01
2009070612,15,-1.08,-2.78,2.99,201.28
2009070612,16,-0.67,-2.69,2.77,194.07
2009070612,17,-0.12,-3.25,3.25,182.13
2009070612,18,0.5,-3.75,3.78,172.45
2009070612,19,1.12,-3.68,3.85,163.03
2009070612,20,1.75,-3.32,3.75,152.17
2009070612,21,2.4,-3.18,3.98,142.88
2009070612,22,3.08,-3.6,4.73,139.43
2009070612,23,3.72,-4.34,5.72,139.37
2009070612,24,4.27,-5.02,6.59,139.6
2009070612,25,4.66,-5.32,7.08,138.79
2009070612,26,4.86,-5.25,7.15,137.2
2009070612,27,4.82,-4.85,6.84,135.17
2009070612,28,4.54,-4.22,6.2,132.88
2009070612,29,4.14,-3.54,5.45,130.5
2009070612,30,3.77,-3.02,4.83,128.72
2009070612,31,3.53,-2.83,4.52,128.66
2009070612,32,3.34,-2.86,4.39,130.61
2009070612,33,3.04,-2.98,4.26,134.39
2009070612,34,2.58,-3.05,3.99,139.78
2009070612,35,2.11,-2.98,3.65,144.8
2009070612,36,1.86,-2.72,3.29,145.67
2009070612,37,1.99,-2.23,2.99,138.24
2009070612,38,2.41,-1.72,2.96,125.53
2009070612,39,2.93,-1.42,3.25,115.96
2009070612,40,3.39,-1.53,3.72,114.21
2009070612,41,3.75,-1.93,4.21,117.27
2009070612,42,3.93,-2.48,4.65,122.21
2009070612,43,3.93,-3.03,4.96,127.62
2009070612,44,3.8,-3.53,5.19,132.91
2009070612,45,3.64,-3.97,5.39,137.51
2009070612,46,3.52,-4.34,5.58,140.93
2009070612,47,3.4,-4.61,5.73,143.57
2009070612,48,3.25,-4.81,5.81,145.99
2009070700,1,-1,-4.46,4.57,192.64
2009070700,2,-1.3,-3.53,3.76,200.25
2009070700,3,-1.25,-3.17,3.41,201.56
2009070700,4,-0.91,-3.23,3.35,195.74
2009070700,5,-0.31,-3.49,3.5,185.09
2009070700,6,0.51,-3.75,3.78,172.28
2009070700,7,1.49,-3.84,4.12,158.75
2009070700,8,2.5,-3.81,4.56,146.7
