date,hors,u,v,ws,wd
2009070112,22,0.16,0.36,0.39,23.66
2009070112,23,0.26,-0.1,0.28,112.3
2009070112,24,0.32,-0.55,0.64,150.28
2009070112,25,0.24,-0.82,0.85,163.57
2009070112,26,0.21,-0.97,1,167.74
2009070112,27,0.48,-1.16,1.26,157.49
2009070112,28,1.22,-1.49,1.92,140.7
2009070112,29,2.24,-1.92,2.95,130.52
2009070112,30,3.3,-2.38,4.07,125.85
2009070112,31,4.16,-2.82,5.02,124.13
2009070112,32,4.74,-3.16,5.7,123.71
2009070112,33,5,-3.36,6.03,123.91
2009070112,34,4.92,-3.38,5.97,124.47
2009070112,35,4.59,-3.25,5.62,125.33
2009070112,36,4.11,-3.04,5.11,126.47
2009070112,37,3.59,-2.78,4.54,127.79
2009070112,38,3.09,-2.49,3.97,128.95
2009070112,39,2.65,-2.17,3.43,129.28
2009070112,40,2.33,-1.82,2.95,127.94
2009070112,41,2.12,-1.49,2.59,125.07
2009070112,42,2.01,-1.25,2.37,121.83
2009070112,43,2.01,-1.15,2.31,119.92
2009070112,44,2.04,-1.16,2.35,119.53
2009070112,45,2.07,-1.2,2.39,120.06
2009070112,46,2.05,-1.23,2.39,120.88
2009070112,47,2.06,-1.25,2.41,121.36
2009070112,48,2.18,-1.3,2.54,120.83
2009070200,1,2.64,-1.2,2.91,114.46
2009070200,2,2.59,-1,2.78,110.98
2009070200,3,2.51,-0.91,2.67,109.87
2009070200,4,2.39,-0.89,2.55,110.5
2009070200,5,2.23,-0.88,2.39,111.52
2009070200,6,2.02,-0.78,2.16,111.14
2009070200,7,1.76,-0.55,1.84,107.46
2009070200,8,1.48,-0.3,1.52,101.54
2009070200,9,1.25,-0.18,1.26,98.11
2009070200,10,1.09,-0.27,1.13,103.99
2009070200,11,1.03,-0.48,1.13,115.14
2009070200,12,1.05,-0.65,1.23,121.73
2009070200,13,1.18,-0.68,1.36,119.98
2009070200,14,1.45,-0.71,1.62,116.12
2009070200,15,1.94,-0.95,2.16,116.19
2009070200,16,2.65,-1.53,3.06,119.98
2009070200,17,3.45,-2.26,4.12,123.31
2009070200,18,4.16,-2.92,5.08,125.07
2009070200,19,4.65,-3.3,5.7,125.42
2009070200,20,4.91,-3.45,6,125.06
2009070200,21,4.99,-3.44,6.06,124.54
2009070200,22,4.92,-3.34,5.95,124.21
2009070200,23,4.7,-3.2,5.69,124.28
2009070200,24,4.33,-3.03,5.29,125
2009070200,25,3.82,-2.84,4.76,126.59
2009070200,26,3.24,-2.59,4.15,128.63
2009070200,27,2.67,-2.25,3.49,130.12
2009070200,28,2.18,-1.8,2.83,129.67
2009070200,29,1.8,-1.37,2.27,127.35
2009070200,30,1.57,-1.1,1.92,125.16
2009070200,31,1.49,-1.09,1.85,126.09
2009070200,32,1.56,-1.21,1.97,127.98
2009070200,33,1.72,-1.32,2.17,127.41
2009070200,34,1.98,-1.3,2.36,123.33
2009070200,35,2.33,-1.31,2.67,119.37
2009070200,36,2.8,-1.56,3.21,119.18
2009070200,37,3.4,-2.19,4.05,122.81
2009070200,38,4.04,-2.98,5.02,126.39
2009070200,39,4.61,-3.62,5.86,128.13
2009070200,40,5.01,-3.89,6.34,127.79
2009070200,41,5.3,-3.93,6.59,126.56
2009070200,42,5.52,-3.96,6.79,125.65
2009070200,43,5.7,-4.13,7.05,125.93
2009070200,44,5.77,-4.37,7.24,127.15
2009070200,45,5.6,-4.53,7.21,128.94
2009070200,46,5.12,-4.48,6.8,131.17
2009070200,47,4.4,-4.21,6.09,133.77
2009070200,48,3.55,-3.75,5.16,136.59
2009070212,1,1.51,-1.51,2.14,135.01
2009070212,2,1.93,-1.89,2.7,134.43
2009070212,3,2.45,-2.28,3.35,132.82
2009070212,4,3.05,-2.66,4.05,131.05
2009070212,5,3.68,-3.04,4.77,129.51
2009070212,6,4.31,-3.41,5.5,128.36
2009070212,7,4.9,-3.78,6.19,127.61
2009070212,8,5.36,-4.05,6.71,127.07
2009070212,9,5.57,-4.12,6.93,126.52
2009070212,10,5.46,-3.95,6.74,125.85
2009070212,11,5.06,-3.6,6.21,125.38
2009070212,12,4.42,-3.18,5.45,125.74
2009070212,13,3.61,-2.8,4.57,127.73
2009070212,14,2.8,-2.43,3.7,130.97
2009070212,15,2.15,-2.04,2.96,133.54
2009070212,16,1.8,-1.63,2.42,132.11
2009070212,17,1.66,-1.25,2.08,126.96
2009070212,18,1.61,-1.02,1.9,122.3
2009070212,19,1.54,-0.98,1.82,122.62
2009070212,20,1.49,-1.08,1.83,125.91
2009070212,21,1.54,-1.19,1.94,127.73
2009070212,22,1.74,-1.25,2.14,125.6
2009070212,23,2.08,-1.32,2.47,122.39
2009070212,24,2.52,-1.52,2.94,121.04
2009070212,25,3,-1.89,3.55,122.21
2009070212,26,3.52,-2.37,4.24,123.92
2009070212,27,4.05,-2.81,4.93,124.83
2009070212,28,4.56,-3.15,5.54,124.63
2009070212,29,5.02,-3.42,6.07,124.29
2009070212,30,5.36,-3.71,6.52,124.71
2009070212,31,5.55,-4.07,6.88,126.28
2009070212,32,5.55,-4.39,7.08,128.31
2009070212,33,5.36,-4.51,7.01,130.07
2009070212,34,4.97,-4.34,6.6,131.11
2009070212,35,4.4,-3.92,5.9,131.73
2009070212,36,3.69,-3.37,5,132.44
2009070212,37,2.9,-2.78,4.01,133.78
2009070212,38,2.19,-2.19,3.09,135
2009070212,39,1.75,-1.66,2.41,133.42
2009070212,40,1.71,-1.24,2.11,126.01
2009070212,41,1.84,-0.99,2.09,118.2
2009070212,42,1.89,-0.97,2.12,117.15
2009070212,43,1.65,-1.19,2.03,125.79
2009070212,44,1.24,-1.43,1.89,139.11
2009070212,45,0.86,-1.42,1.66,148.86
2009070212,46,0.68,-0.99,1.2,145.64
2009070212,47,0.73,-0.38,0.82,117.57
2009070212,48,1.01,0.06,1.01,86.4
2009070300,1,3.99,-3.39,5.23,130.32
2009070300,2,3.69,-3.27,4.93,131.51
2009070300,3,3.42,-2.99,4.54,131.16
2009070300,4,3.17,-2.61,4.11,129.47
2009070300,5,2.96,-2.23,3.71,127.02
2009070300,6,2.78,-1.94,3.39,124.91
2009070300,7,2.64,-1.8,3.2,124.34
2009070300,8,2.54,-1.77,3.1,124.82
2009070300,9,2.5,-1.76,3.06,125.05
2009070300,10,2.53,-1.71,3.06,124.06
2009070300,11,2.67,-1.7,3.17,122.54
2009070300,12,2.96,-1.83,3.48,121.66
2009070300,13,3.43,-2.15,4.05,122.04
2009070300,14,3.98,-2.59,4.75,123.06
2009070300,15,4.49,-3.05,5.43,124.2
2009070300,16,4.87,-3.45,5.97,125.27
2009070300,17,5.15,-3.76,6.38,126.17
2009070300,18,5.36,-4.01,6.69,126.84
2009070300,19,5.53,-4.19,6.94,127.2
2009070300,20,5.59,-4.28,7.04,127.47
2009070300,21,5.46,-4.25,6.92,127.88
2009070300,22,5.08,-4.07,6.51,128.7
2009070300,23,4.45,-3.77,5.83,130.27
2009070300,24,3.61,-3.39,4.95,133.24
2009070300,25,2.62,-2.96,3.95,138.55
2009070300,26,1.7,-2.49,3.02,145.66
2009070300,27,1.12,-1.98,2.28,150.46
2009070300,28,1.04,-1.45,1.78,144.21
2009070300,29,1.27,-1.01,1.62,128.29
2009070300,30,1.54,-0.8,1.73,117.42
2009070300,31,1.61,-0.9,1.85,119.15
2009070300,32,1.49,-1.13,1.87,127.2
2009070300,33,1.23,-1.26,1.77,135.63
2009070300,34,0.91,-1.12,1.44,140.87
2009070300,35,0.68,-0.83,1.08,140.64
2009070300,36,0.73,-0.59,0.94,129.24
2009070300,37,1.17,-0.57,1.3,115.79
2009070300,38,1.91,-0.74,2.05,111.34
2009070300,39,2.77,-1.09,2.98,111.48
2009070300,40,3.6,-1.56,3.93,113.45
2009070300,41,4.26,-2.14,4.77,116.68
2009070300,42,4.61,-2.8,5.39,121.32
2009070300,43,4.55,-3.5,5.74,127.55
2009070300,44,4.2,-4.05,5.83,133.93
2009070300,45,3.72,-4.24,5.64,138.74
2009070300,46,3.24,-3.93,5.09,140.45
2009070300,47,2.84,-3.22,4.3,138.58
2009070300,48,2.57,-2.3,3.45,131.82
2009070312,1,3.53,-2.4,4.27,124.23
2009070312,2,4.01,-2.91,4.96,125.97
2009070312,3,4.53,-3.37,5.65,126.67
2009070312,4,5.03,-3.77,6.29,126.85
2009070312,5,5.48,-4.11,6.85,126.84
2009070312,6,5.82,-4.37,7.28,126.89
2009070312,7,6.02,-4.56,7.55,127.14
2009070312,8,6,-4.61,7.57,127.58
2009070312,9,5.67,-4.47,7.22,128.21
2009070312,10,5.02,-4.08,6.47,129.11
2009070312,11,4.18,-3.53,5.47,130.22
2009070312,12,3.36,-2.94,4.47,131.23
2009070312,13,2.71,-2.41,3.62,131.63
2009070312,14,2.21,-1.98,2.97,131.76
2009070312,15,1.82,-1.69,2.49,132.91
2009070312,16,1.49,-1.57,2.16,136.55
2009070312,17,1.22,-1.51,1.94,141.1
2009070312,18,1.03,-1.39,1.73,143.32
2009070312,19,0.94,-1.11,1.46,139.73
2009070312,20,0.91,-0.74,1.17,128.95
2009070312,21,0.9,-0.35,0.97,111.15
2009070312,22,0.88,-0.02,0.88,91.41
2009070312,23,0.92,0.19,0.94,78.09
2009070312,24,1.1,0.26,1.13,76.68
2009070312,25,1.48,0.14,1.48,84.52
2009070312,26,2.01,-0.17,2.02,94.87
2009070312,27,2.65,-0.68,2.74,104.43
2009070312,28,3.33,-1.37,3.6,112.4
2009070312,29,3.93,-2.12,4.47,118.35
2009070312,30,4.35,-2.79,5.17,122.68
2009070312,31,4.49,-3.26,5.54,125.98
2009070312,32,4.34,-3.49,5.57,128.83
2009070312,33,3.92,-3.49,5.25,131.63
2009070312,34,3.29,-3.24,4.62,134.58
2009070312,35,2.64,-2.81,3.85,136.74
2009070312,36,2.21,-2.24,3.15,135.31
2009070312,37,2.15,-1.61,2.69,126.82
2009070312,38,2.25,-1.08,2.49,115.69
2009070312,39,2.19,-0.82,2.34,110.43
2009070312,40,1.78,-0.92,2.01,117.33
2009070312,41,1.17,-1.21,1.68,135.96
2009070312,42,0.59,-1.42,1.53,157.54
2009070312,43,0.22,-1.34,1.36,170.79
2009070312,44,0.01,-0.99,0.99,179.19
2009070312,45,-0.13,-0.44,0.46,196.75
2009070312,46,-0.29,0.23,0.36,308.36
2009070312,47,-0.32,0.82,0.88,338.93
2009070312,48,-0.06,1.15,1.15,357.13
2009070400,1,2.8,-2.38,3.68,130.32
2009070400,2,2.23,-2,2.99,131.94
2009070400,3,1.83,-1.83,2.59,134.98
2009070400,4,1.58,-1.77,2.37,138.26
2009070400,5,1.44,-1.69,2.22,139.52
2009070400,6,1.36,-1.41,1.96,136.06
2009070400,7,1.32,-0.87,1.58,123.27
2009070400,8,1.31,-0.21,1.33,99.21
2009070400,9,1.33,0.32,1.37,76.69
2009070400,10,1.4,0.54,1.5,69.09
2009070400,11,1.56,0.48,1.63,72.74
2009070400,12,1.85,0.25,1.86,82.31
2009070400,13,2.29,-0.1,2.29,92.4
2009070400,14,2.83,-0.54,2.88,100.82
2009070400,15,3.39,-1.09,3.56,107.86
2009070400,16,3.88,-1.74,4.25,114.08
2009070400,17,4.29,-2.4,4.92,119.26
2009070400,18,4.59,-3.01,5.49,123.27
2009070400,19,4.76,-3.48,5.89,126.17
2009070400,20,4.75,-3.74,6.05,128.22
2009070400,21,4.53,-3.75,5.88,129.61
2009070400,22,4.08,-3.48,5.36,130.46
2009070400,23,3.52,-3.07,4.67,131.07
2009070400,24,2.99,-2.67,4.01,131.82
2009070400,25,2.59,-2.43,3.55,133.12
2009070400,26,2.28,-2.31,3.25,135.34
2009070400,27,1.98,-2.27,3.01,138.92
2009070400,28,1.61,-2.24,2.76,144.26
2009070400,29,1.21,-2.13,2.45,150.42
2009070400,30,0.8,-1.82,1.99,156.14
2009070400,31,0.45,-1.26,1.33,160.29
2009070400,32,0.2,-0.56,0.6,160.38
2009070400,33,0.11,0.1,0.15,49.09
2009070400,34,0.23,0.57,0.62,21.6
2009070400,35,0.5,0.81,0.96,31.6
2009070400,36,0.87,0.78,1.17,47.97
2009070400,37,1.29,0.48,1.38,69.55
2009070400,38,1.78,0,1.78,89.94
2009070400,39,2.37,-0.53,2.43,102.55
2009070400,40,3.07,-1.02,3.23,108.48
2009070400,41,3.72,-1.57,4.04,112.88
2009070400,42,4.17,-2.29,4.76,118.83
2009070400,43,4.28,-3.23,5.37,127.07
2009070400,44,4.19,-4.11,5.88,134.45
2009070400,45,4.1,-4.57,6.14,138.13
2009070400,46,4.12,-4.36,6,136.64
2009070400,47,4.1,-3.68,5.51,131.92
2009070400,48,3.82,-2.85,4.77,126.66
2009070412,1,2.08,0.03,2.08,89.05
2009070412,2,2.67,-0.4,2.7,98.5
2009070412,3,3.23,-1.08,3.41,108.45
2009070412,4,3.72,-1.89,4.17,116.9
2009070412,5,4.11,-2.7,4.92,123.29
2009070412,6,4.36,-3.37,5.51,127.73
2009070412,7,4.44,-3.8,5.84,130.57
2009070412,8,4.32,-3.96,5.86,132.51
2009070412,9,3.98,-3.86,5.55,134.12
2009070412,10,3.45,-3.53,4.94,135.69
2009070412,11,2.86,-3.04,4.18,136.8
2009070412,12,2.4,-2.49,3.46,136.03
2009070412,13,2.2,-1.96,2.95,131.7
2009070412,14,2.13,-1.55,2.63,125.96
2009070412,15,2.01,-1.34,2.42,123.6
2009070412,16,1.71,-1.38,2.19,128.86
2009070412,17,1.27,-1.52,1.98,140.16
2009070412,18,0.79,-1.58,1.76,153.33
2009070412,19,0.36,-1.39,1.43,165.38
2009070412,20,0,-0.9,0.9,180.23
2009070412,21,-0.3,-0.11,0.32,249.8
2009070412,22,-0.5,0.92,1.05,331.79
2009070412,23,-0.47,1.82,1.88,345.52
2009070412,24,-0.08,2.13,2.13,357.98
2009070412,25,0.76,1.58,1.75,25.7
2009070412,26,1.78,0.67,1.9,69.4
2009070412,27,2.65,0.09,2.65,87.98
2009070412,28,3.13,0.29,3.15,84.7
2009070412,29,3.36,0.69,3.43,78.37
2009070412,30,3.56,0.47,3.59,82.43
2009070412,31,3.87,-0.88,3.97,102.83
2009070412,32,4.13,-2.67,4.92,122.87
2009070412,33,4.09,-3.89,5.64,133.52
2009070412,34,3.59,-3.82,5.24,136.73
2009070412,35,2.82,-2.92,4.06,135.98
2009070412,36,2.05,-1.94,2.82,133.43
2009070412,37,1.53,-1.46,2.11,133.77
2009070412,38,1.34,-1.34,1.9,134.95
2009070412,39,1.56,-1.26,2,128.91
2009070412,40,2.18,-1,2.39,114.61
2009070412,41,3,-0.75,3.09,104.04
2009070412,42,3.75,-0.8,3.84,102.07
2009070412,43,4.23,-1.34,4.44,107.56
2009070412,44,4.42,-2.12,4.9,115.59
2009070412,45,4.35,-2.78,5.16,122.63
2009070412,46,4.06,-3.09,5.11,127.31
2009070412,47,3.65,-3.21,4.86,131.31
2009070412,48,3.23,-3.39,4.68,136.44
2009070500,1,3.06,-1.14,3.26,110.49
2009070500,2,3.03,-0.61,3.09,101.41
2009070500,3,2.47,-0.45,2.51,100.32
2009070500,4,1.63,-0.49,1.7,106.68
2009070500,5,0.83,-0.43,0.93,117.6
2009070500,6,0.42,0.04,0.42,84.74
2009070500,7,0.66,1.1,1.28,30.95
2009070500,8,1.32,2.3,2.65,29.98
2009070500,9,2.11,3.04,3.7,34.69
2009070500,10,2.74,2.91,4,43.23
2009070500,11,3.14,2.15,3.81,55.67
2009070500,12,3.3,1.16,3.5,70.64
2009070500,13,3.23,0.28,3.24,84.96
2009070500,14,3.12,-0.45,3.15,98.24
2009070500,15,3.23,-1.1,3.41,108.83
2009070500,16,3.71,-1.71,4.08,114.81
2009070500,17,4.37,-2.34,4.96,118.2
2009070500,18,4.96,-3.05,5.83,121.57
2009070500,19,5.27,-3.84,6.52,126.08
2009070500,20,5.27,-4.52,6.94,130.63
2009070500,21,5.02,-4.87,6.99,134.16
2009070500,22,4.55,-4.73,6.56,136.1
2009070500,23,3.94,-4.26,5.81,137.26
2009070500,24,3.26,-3.73,4.95,138.82
2009070500,25,2.6,-3.31,4.2,141.84
2009070500,26,2.12,-2.98,3.66,144.64
2009070500,27,2,-2.68,3.35,143.35
2009070500,28,2.34,-2.36,3.33,135.28
2009070500,29,2.95,-2.09,3.62,125.33
2009070500,30,3.55,-1.96,4.05,118.93
2009070500,31,3.91,-2.04,4.41,117.52
2009070500,32,4.03,-2.26,4.62,119.31
2009070500,33,3.95,-2.55,4.7,122.78
2009070500,34,3.73,-2.82,4.68,127.11
2009070500,35,3.42,-3.12,4.63,132.36
2009070500,36,3.1,-3.5,4.67,138.46
2009070500,37,2.83,-3.97,4.87,144.53
2009070500,38,2.69,-4.42,5.17,148.63
2009070500,39,2.78,-4.69,5.45,149.33
2009070500,40,3.12,-4.68,5.63,146.32
2009070500,41,3.54,-4.54,5.76,142.05
2009070500,42,3.81,-4.45,5.86,139.43
2009070500,43,3.77,-4.54,5.9,140.25
2009070500,44,3.59,-4.67,5.89,142.42
2009070500,45,3.52,-4.67,5.85,142.95
2009070500,46,3.7,-4.38,5.73,139.76
2009070500,47,3.89,-3.85,5.48,134.74
2009070500,48,3.74,-3.2,4.92,130.55
2009070512,1,2.84,-0.38,2.87,97.56
2009070512,2,3.1,-0.83,3.21,105.08
2009070512,3,3.56,-1.38,3.81,111.14
2009070512,4,4.14,-1.97,4.58,115.48
2009070512,5,4.74,-2.61,5.41,118.88
2009070512,6,5.27,-3.3,6.21,122.07
2009070512,7,5.63,-4,6.9,125.39
2009070512,8,5.75,-4.56,7.34,128.43
2009070512,9,5.57,-4.82,7.37,130.87
2009070512,10,5.05,-4.65,6.86,132.67
2009070512,11,4.25,-4.17,5.96,134.46
2009070512,12,3.29,-3.56,4.85,137.22
2009070512,13,2.3,-2.96,3.74,142.16
2009070512,14,1.45,-2.37,2.78,148.57
2009070512,15,0.96,-1.78,2.03,151.6
2009070512,16,1,-1.2,1.56,140.4
2009070512,17,1.48,-0.79,1.68,117.98
2009070512,18,2.3,-0.72,2.41,107.28
2009070512,19,3.31,-1.1,3.49,108.3
2009070512,20,4.28,-1.72,4.62,111.88
2009070512,21,4.96,-2.3,5.47,114.91
2009070512,22,5.16,-2.63,5.8,117.02
2009070512,23,5.01,-2.79,5.73,119.17
2009070512,24,4.68,-2.94,5.53,122.17
2009070512,25,4.34,-3.19,5.39,126.32
2009070512,26,4.09,-3.49,5.38,130.45
2009070512,27,3.99,-3.73,5.46,133.09
2009070512,28,4.07,-3.84,5.6,133.36
2009070512,29,4.26,-3.86,5.75,132.14
2009070512,30,4.45,-3.81,5.86,130.59
2009070512,31,4.54,-3.75,5.89,129.54
2009070512,32,4.56,-3.71,5.87,129.12
2009070512,33,4.53,-3.7,5.85,129.28
2009070512,34,4.46,-3.74,5.82,129.95
2009070512,35,4.28,-3.69,5.65,130.77
2009070512,36,3.87,-3.41,5.16,131.39
2009070512,37,3.19,-2.82,4.26,131.5
2009070512,38,2.45,-2.13,3.25,131.02
2009070512,39,1.91,-1.6,2.49,129.92
2009070512,40,1.77,-1.42,2.27,128.9
2009070512,41,1.86,-1.48,2.38,128.5
2009070512,42,1.97,-1.57,2.52,128.47
2009070512,43,1.93,-1.54,2.47,128.47
2009070512,44,1.87,-1.47,2.38,128.26
2009070512,45,1.96,-1.51,2.48,127.67
2009070512,46,2.33,-1.76,2.92,127.1
2009070512,47,2.8,-2.18,3.55,127.84
2009070512,48,3.17,-2.7,4.16,130.5
2009070600,1,2.02,-2.59,3.29,142.08
2009070600,2,1.35,-2.26,2.63,149.06
2009070600,3,1.61,-2.12,2.66,142.83
2009070600,4,2.46,-2.13,3.25,130.78
2009070600,5,3.49,-2.2,4.13,122.24
2009070600,6,4.24,-2.27,4.81,118.21
2009070600,7,4.37,-2.27,4.93,117.49
2009070600,8,4.13,-2.23,4.7,118.33
2009070600,9,3.9,-2.18,4.47,119.14
2009070600,10,3.96,-2.16,4.51,118.65
2009070600,11,4.22,-2.27,4.8,118.27
2009070600,12,4.52,-2.58,5.2,119.78
2009070600,13,4.69,-3.13,5.64,123.76
2009070600,14,4.73,-3.74,6.03,128.34
2009070600,15,4.66,-4.17,6.26,131.85
2009070600,16,4.5,-4.26,6.2,133.44
2009070600,17,4.33,-4.12,5.98,133.55
2009070600,18,4.25,-3.93,5.79,132.74
2009070600,19,4.3,-3.81,5.74,131.59
2009070600,20,4.37,-3.74,5.75,130.53
2009070600,21,4.33,-3.61,5.64,129.79
2009070600,22,4.09,-3.37,5.3,129.49
2009070600,23,3.76,-3.1,4.88,129.52
2009070600,24,3.52,-2.92,4.58,129.68
2009070600,25,3.48,-2.89,4.52,129.76
2009070600,26,3.48,-2.91,4.54,129.89
2009070600,27,3.34,-2.84,4.38,130.33
2009070600,28,2.93,-2.57,3.9,131.26
2009070600,29,2.45,-2.21,3.3,132.08
2009070600,30,2.18,-1.9,2.89,131.13
2009070600,31,2.33,-1.78,2.93,127.41
2009070600,32,2.75,-1.88,3.33,124.31
2009070600,33,3.22,-2.2,3.9,124.43
2009070600,34,3.54,-2.75,4.48,127.77
2009070600,35,3.73,-3.35,5.01,131.91
2009070600,36,3.82,-3.82,5.4,135.04
2009070600,37,3.85,-4.04,5.58,136.33
2009070600,38,3.91,-4.07,5.65,136.2
2009070600,39,4.05,-4.07,5.74,135.13
2009070600,40,4.33,-4.13,5.99,133.65
2009070600,41,4.66,-4.24,6.3,132.3
2009070600,42,4.91,-4.34,6.56,131.44
2009070600,43,5.02,-4.4,6.67,131.23
2009070600,44,4.97,-4.39,6.63,131.42
2009070600,45,4.83,-4.3,6.47,131.7
2009070600,46,4.6,-4.12,6.18,131.82
2009070600,47,4.26,-3.81,5.71,131.83
2009070600,48,3.74,-3.35,5.02,131.83
2009070612,1,4.22,-2.5,4.9,120.61
2009070612,2,4.37,-3,5.3,124.49
2009070612,3,4.42,-3.42,5.59,127.76
2009070612,4,4.38,-3.73,5.76,130.4
2009070612,5,4.29,-3.88,5.78,132.08
2009070612,6,4.17,-3.79,5.64,132.27
2009070612,7,4.04,-3.46,5.32,130.56
2009070612,8,3.91,-3.02,4.94,127.71
2009070612,9,3.77,-2.67,4.62,125.25
2009070612,10,3.64,-2.53,4.43,124.8
2009070612,11,3.52,-2.54,4.34,125.9
2009070612,12,3.41,-2.59,4.28,127.24
2009070612,13,3.31,-2.57,4.19,127.78
2009070612,14,3.19,-2.47,4.04,127.67
2009070612,15,3.01,-2.3,3.79,127.4
2009070612,16,2.75,-2.1,3.45,127.37
2009070612,17,2.45,-1.88,3.09,127.41
2009070612,18,2.22,-1.68,2.78,127.1
2009070612,19,2.12,-1.54,2.62,126.11
2009070612,20,2.2,-1.56,2.7,125.34
2009070612,21,2.53,-1.83,3.12,125.86
2009070612,22,3.09,-2.37,3.89,127.53
2009070612,23,3.72,-3.01,4.78,129
2009070612,24,4.2,-3.49,5.46,129.76
2009070612,25,4.39,-3.65,5.71,129.69
2009070612,26,4.45,-3.58,5.71,128.79
2009070612,27,4.6,-3.47,5.76,127.02
2009070612,28,4.98,-3.46,6.06,124.76
2009070612,29,5.45,-3.54,6.5,123
2009070612,30,5.79,-3.68,6.86,122.44
2009070612,31,5.82,-3.83,6.96,123.34
2009070612,32,5.59,-3.94,6.84,125.17
2009070612,33,5.2,-3.97,6.54,127.31
2009070612,34,4.75,-3.87,6.12,129.18
2009070612,35,4.22,-3.62,5.56,130.61
2009070612,36,3.61,-3.2,4.82,131.48
2009070612,37,2.93,-2.61,3.92,131.67
2009070612,38,2.27,-2.02,3.04,131.65
2009070612,39,1.77,-1.64,2.41,132.73
2009070612,40,1.51,-1.59,2.2,136.51
2009070612,41,1.42,-1.8,2.29,141.75
2009070612,42,1.37,-2.1,2.5,146.83
2009070612,43,1.27,-2.35,2.68,151.59
2009070612,44,1.13,-2.54,2.78,156
2009070612,45,0.97,-2.64,2.82,159.81
2009070612,46,0.8,-2.68,2.79,163.33
2009070612,47,0.51,-2.7,2.75,169.31
2009070612,48,-0.04,-2.78,2.78,180.79
2009070700,1,3.97,-2.89,4.91,126.08
2009070700,2,3.62,-2.61,4.46,125.75
2009070700,3,3.35,-2.35,4.09,124.96
2009070700,4,3.16,-2.12,3.81,123.92
2009070700,5,3.02,-1.97,3.61,123.13
2009070700,6,2.94,-1.93,3.51,123.23
2009070700,7,2.9,-2,3.52,124.57
2009070700,8,2.9,-2.14,3.6,126.48
2009070700,9,2.91,-2.28,3.69,128.08
